"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
34,"Government","Some-college","Married","Professional","Other","Male",40,1
37,"Private","Some-college","Single","Blue-Collar","White","Female",20,0
47,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
25,"Private","School","Single","Blue-Collar","White","Male",45,0
36,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",65,1
60,"Private","HS-grad","Married","Sales","White","Male",50,0
64,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",10,0
32,"Government","Bachelors","Married","White-Collar","White","Female",40,0
33,"Government","School","Married","Service","White","Male",40,0
71,"Private","Bachelors","Single","White-Collar","White","Female",14,0
55,"Government","Some-college","Divorced","White-Collar","Other","Female",40,0
85,"Self-Employed","HS-grad","Widowed","Sales","White","Female",50,0
57,"Self-Employed","School","Married","Professional","White","Male",40,0
39,"Private","Prof-school","Married","Professional","Other","Male",67,1
25,"Private","Some-college","Single","Blue-Collar","White","Male",55,0
58,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
57,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
30,"Private","Assoc","Divorced","Professional","White","Female",36,0
19,"Private","School","Divorced","Sales","White","Female",20,0
40,"Private","Some-college","Married","Professional","White","Male",40,1
28,"Private","HS-grad","Single","Service","Other","Female",40,0
43,"Government","Bachelors","Married","Professional","White","Male",40,0
40,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",35,1
19,"Private","HS-grad","Single","Service","White","Female",15,0
24,"Private","HS-grad","Single","White-Collar","White","Male",38,0
34,"Private","Bachelors","Single","Sales","White","Male",65,1
22,"Private","HS-grad","Single","Service","White","Female",40,0
64,"Self-Employed","Assoc","Married","Blue-Collar","White","Male",55,0
55,"Other/Unknown","School","Married","Other/Unknown","White","Male",40,0
26,"Private","School","Married","Blue-Collar","White","Male",40,0
80,"Private","HS-grad","Married","White-Collar","White","Female",16,0
79,"Government","Doctorate","Widowed","Professional","White","Female",40,0
58,"Self-Employed","Bachelors","Married","White-Collar","White","Male",40,1
43,"Private","Bachelors","Divorced","Service","White","Male",40,0
43,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
46,"Private","HS-grad","Divorced","Service","White","Male",25,0
35,"Private","HS-grad","Married","White-Collar","White","Female",40,1
51,"Private","Assoc","Married","Blue-Collar","White","Male",40,0
52,"Government","Masters","Divorced","White-Collar","White","Female",60,1
43,"Self-Employed","Bachelors","Married","Sales","White","Male",60,1
68,"Private","Some-college","Widowed","White-Collar","White","Female",45,0
34,"Government","Bachelors","Married","Professional","White","Female",45,1
37,"Private","Bachelors","Married","Blue-Collar","Other","Male",40,1
22,"Private","HS-grad","Single","Sales","Other","Female",40,0
32,"Private","HS-grad","Married","Blue-Collar","White","Male",55,0
65,"Self-Employed","School","Married","Blue-Collar","White","Male",40,0
28,"Private","Some-college","Single","Blue-Collar","White","Male",60,0
37,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
40,"Self-Employed","Bachelors","Single","Professional","White","Female",45,0
40,"Private","School","Single","Service","White","Male",40,0
52,"Private","HS-grad","Separated","Service","White","Female",20,0
35,"Private","Some-college","Married","Blue-Collar","White","Male",60,0
62,"Self-Employed","School","Married","Blue-Collar","White","Male",30,0
49,"Private","Assoc","Married","Blue-Collar","White","Male",45,0
49,"Private","HS-grad","Divorced","Blue-Collar","White","Female",55,0
47,"Private","Bachelors","Married","Professional","White","Male",40,1
45,"Private","HS-grad","Separated","White-Collar","White","Female",40,0
37,"Private","School","Married","Blue-Collar","White","Male",77,0
36,"Government","Assoc","Married","Service","White","Male",53,1
36,"Private","School","Married","Blue-Collar","White","Male",70,0
44,"Private","Bachelors","Married","Professional","White","Male",50,1
51,"Government","Masters","Married","Professional","White","Male",60,1
25,"Government","Some-college","Married","Service","White","Male",40,0
28,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",55,0
57,"Private","HS-grad","Widowed","Sales","White","Female",32,0
46,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
59,"Private","School","Married","Blue-Collar","White","Male",45,1
28,"Private","School","Married","Blue-Collar","White","Male",40,0
25,"Private","HS-grad","Divorced","Service","White","Male",40,0
35,"Private","HS-grad","Married","White-Collar","Other","Female",40,0
27,"Private","Assoc","Married","Blue-Collar","White","Male",45,1
29,"Private","Bachelors","Married","Sales","White","Male",40,1
43,"Government","HS-grad","Divorced","White-Collar","White","Male",40,0
38,"Government","HS-grad","Single","White-Collar","Other","Female",40,0
26,"Private","Some-college","Single","White-Collar","White","Female",40,0
55,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",50,1
36,"Private","HS-grad","Separated","Blue-Collar","White","Male",40,0
37,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
23,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",40,0
34,"Private","HS-grad","Married","Service","White","Male",30,0
41,"Private","School","Married","Service","White","Male",55,0
44,"Private","Assoc","Separated","Professional","White","Female",40,0
48,"Self-Employed","Assoc","Divorced","White-Collar","White","Female",50,0
35,"Government","HS-grad","Married","Service","Other","Male",35,1
43,"Government","Bachelors","Divorced","Professional","Other","Female",42,0
57,"Government","Bachelors","Married","Professional","White","Male",40,1
44,"Government","HS-grad","Married","White-Collar","White","Female",40,0
28,"Private","HS-grad","Single","Service","White","Male",40,0
55,"Private","School","Widowed","Blue-Collar","Other","Female",40,0
52,"Private","HS-grad","Married","Blue-Collar","White","Male",38,0
30,"Private","HS-grad","Separated","White-Collar","Other","Female",40,0
31,"Private","Doctorate","Married","Professional","Other","Male",50,1
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",70,0
50,"Self-Employed","Prof-school","Married","Professional","White","Male",45,1
43,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",70,1
33,"Private","HS-grad","Single","Blue-Collar","Other","Male",50,0
23,"Government","Assoc","Married","Blue-Collar","White","Male",25,0
35,"Private","Bachelors","Married","Blue-Collar","White","Male",65,1
18,"Private","Some-college","Single","Service","White","Male",15,0
21,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",40,0
33,"Government","Bachelors","Married","Service","Other","Male",70,1
30,"Government","Bachelors","Single","White-Collar","Other","Female",45,0
21,"Private","Some-college","Single","Service","White","Male",15,0
36,"Government","Bachelors","Married","White-Collar","White","Female",35,1
38,"Private","Some-college","Married","Professional","White","Male",40,0
33,"Private","Masters","Married","White-Collar","White","Male",60,1
24,"Private","Assoc","Married","Blue-Collar","White","Male",45,0
24,"Private","Some-college","Married","Professional","Other","Male",40,0
39,"Private","Some-college","Divorced","Service","Other","Female",30,0
43,"Private","HS-grad","Married","Service","Other","Male",60,0
43,"Self-Employed","Bachelors","Married","Professional","White","Male",21,0
62,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",2,1
30,"Government","Bachelors","Single","White-Collar","Other","Female",40,0
25,"Private","School","Married","Blue-Collar","White","Male",40,0
45,"Private","HS-grad","Married","Service","White","Female",35,0
22,"Private","Some-college","Single","Service","White","Male",20,0
73,"Private","Bachelors","Married","Professional","White","Male",40,1
26,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
24,"Private","HS-grad","Single","Blue-Collar","Other","Male",45,0
18,"Private","School","Single","Blue-Collar","White","Male",20,0
35,"Private","Bachelors","Married","Blue-Collar","White","Male",35,1
22,"Private","Some-college","Separated","Sales","White","Female",43,0
28,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
38,"Private","Some-college","Married","Blue-Collar","White","Male",45,0
68,"Other/Unknown","Doctorate","Married","Other/Unknown","White","Male",70,0
40,"Government","HS-grad","Married","White-Collar","White","Female",40,0
32,"Private","Some-college","Married","Blue-Collar","White","Male",84,1
42,"Private","HS-grad","Married","Blue-Collar","White","Male",50,1
31,"Government","HS-grad","Married","White-Collar","White","Female",35,0
33,"Private","Bachelors","Married","Professional","White","Male",50,0
54,"Self-Employed","Bachelors","Divorced","Blue-Collar","White","Male",65,0
63,"Private","HS-grad","Divorced","Blue-Collar","White","Male",25,0
67,"Self-Employed","Bachelors","Married","Sales","White","Male",30,0
47,"Private","HS-grad","Divorced","Service","Other","Female",14,0
67,"Self-Employed","Bachelors","Widowed","Service","White","Female",35,0
33,"Private","HS-grad","Married","White-Collar","Other","Female",19,0
33,"Government","HS-grad","Separated","Service","White","Female",80,0
25,"Government","Bachelors","Married","White-Collar","White","Male",40,0
25,"Private","Some-college","Single","White-Collar","White","Female",40,0
35,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
54,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
35,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",80,1
18,"Private","School","Single","Service","White","Male",12,0
54,"Other/Unknown","HS-grad","Divorced","Other/Unknown","White","Female",25,0
30,"Private","School","Married","Blue-Collar","White","Male",60,0
29,"Private","School","Single","Blue-Collar","White","Male",48,0
41,"Private","Bachelors","Married","Professional","White","Female",10,1
40,"Private","Assoc","Married","Service","White","Male",40,1
46,"Private","Some-college","Married","Service","White","Male",40,1
39,"Private","Assoc","Married","Service","White","Female",45,0
42,"Private","Bachelors","Married","White-Collar","White","Female",40,1
49,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",50,1
23,"Private","Some-college","Single","Service","White","Female",40,0
34,"Private","School","Married","Blue-Collar","White","Male",40,0
42,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",48,0
31,"Private","Some-college","Married","Blue-Collar","White","Male",50,1
72,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",2,0
31,"Private","Assoc","Married","Blue-Collar","White","Male",30,1
90,"Private","Masters","Married","Professional","White","Female",40,1
27,"Self-Employed","Bachelors","Single","Professional","White","Female",40,0
18,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",40,0
30,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",50,1
27,"Government","HS-grad","Single","Professional","Other","Female",40,0
27,"Self-Employed","School","Married","White-Collar","White","Male",50,0
28,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
40,"Private","HS-grad","Single","White-Collar","White","Female",45,0
43,"Government","Masters","Separated","Professional","Other","Female",37,0
26,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
48,"Self-Employed","Assoc","Married","Service","White","Female",15,0
41,"Private","Assoc","Married","Blue-Collar","Other","Male",40,0
32,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
23,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
35,"Private","School","Married","Sales","White","Male",65,0
42,"Private","Some-college","Married","White-Collar","White","Male",50,0
27,"Government","Bachelors","Single","Professional","White","Female",40,0
34,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
25,"Private","Bachelors","Single","Professional","White","Female",40,0
46,"Government","Bachelors","Single","Professional","White","Male",45,1
34,"Private","Some-college","Married","Service","Other","Male",40,0
39,"Private","HS-grad","Widowed","White-Collar","White","Female",40,0
33,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
25,"Private","Bachelors","Single","White-Collar","White","Male",40,0
45,"Private","Assoc","Divorced","White-Collar","White","Male",50,0
46,"Private","Bachelors","Divorced","Professional","White","Male",40,0
