emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
10,54000,11,13,B,RENT,debt,CA,1
1,80000,8,10,C,MORTGAGE,purchase,Other,1
1,49200,3,7,G,OWN,debt,GA,1
1,95000,14,22,B,MORTGAGE,debt,FL,0
3,104080,11,12,F,OWN,debt,NY,1
10,60500,8,16,C,RENT,purchase,NY,1
10,48000,7,9,B,MORTGAGE,debt,Other,1
4,18000,3,4,C,RENT,purchase,CA,1
3,56000,13,37,B,RENT,debt,CA,1
10,100000,5,16,A,MORTGAGE,debt,Other,1
5,52000,11,13,A,MORTGAGE,debt,Other,1
1,80000,11,16,C,RENT,debt,CA,1
10,76500,4,15,D,RENT,debt,NY,1
9,152004,19,17,E,RENT,debt,NY,1
1,55000,12,16,B,RENT,debt,CA,1
4,200000,8,17,B,MORTGAGE,debt,Other,1
1,26400,3,12,C,RENT,debt,GA,1
3,42000,17,18,A,RENT,debt,Other,1
8,70000,5,12,E,OWN,purchase,Other,1
6,33996,11,10,C,RENT,purchase,CA,1
7,73000,8,26,C,RENT,purchase,CA,1
10,35000,5,14,A,MORTGAGE,purchase,Other,1
10,57000,6,10,E,RENT,debt,Other,1
1,25000,5,4,C,RENT,purchase,CA,1
1,31416,5,4,B,OWN,purchase,FL,1
2,23387,11,21,A,RENT,debt,Other,1
10,21000,8,14,D,RENT,debt,Other,1
9,69600,3,5,D,RENT,purchase,CA,1
3,42000,9,9,C,MORTGAGE,purchase,Other,1
2,45000,3,9,C,RENT,purchase,CA,1
7,43385,2,11,C,RENT,debt,CA,1
1,38400,10,5,C,RENT,debt,IL,0
4,30000,7,16,A,MORTGAGE,purchase,FL,1
1,20004,3,19,B,OWN,purchase,Other,1
1,78000,15,19,A,MORTGAGE,debt,TX,1
10,71136,4,26,D,RENT,purchase,FL,1
9,171194,14,16,B,MORTGAGE,debt,Other,1
1,94568,9,14,B,MORTGAGE,purchase,GA,1
5,44400,4,8,D,MORTGAGE,purchase,CA,1
4,65000,16,8,B,MORTGAGE,purchase,Other,1
1,47200,14,12,C,MORTGAGE,debt,Other,1
8,50000,5,11,B,OWN,debt,Other,1
10,90000,12,25,E,MORTGAGE,debt,Other,1
4,36996,6,12,A,OWN,debt,Other,1
8,93000,6,17,D,RENT,debt,Other,1
4,79000,20,11,B,RENT,purchase,Other,1
3,75000,14,28,B,MORTGAGE,purchase,Other,1
1,72000,5,20,B,MORTGAGE,debt,Other,1
10,27600,2,33,E,MORTGAGE,purchase,NY,1
3,90000,8,13,B,RENT,debt,Other,1
4,65004,3,11,D,RENT,purchase,FL,1
3,41280,5,20,C,RENT,purchase,Other,1
1,28800,6,6,C,MORTGAGE,purchase,FL,1
5,45000,3,11,B,RENT,debt,TX,1
10,90000,8,9,C,MORTGAGE,debt,Other,1
2,44470.4,10,9,A,MORTGAGE,debt,Other,1
2,115000,18,22,E,MORTGAGE,purchase,CA,1
5,40250,9,11,B,MORTGAGE,debt,Other,1
10,72844.8,9,28,B,RENT,debt,CA,1
2,39996,11,10,D,MORTGAGE,debt,NY,1
6,84000,18,22,B,MORTGAGE,purchase,CA,1
1,150000,12,16,E,RENT,debt,CA,0
5,100000,8,9,B,MORTGAGE,purchase,NY,1
4,72000,6,4,F,RENT,purchase,CA,1
2,30000,5,8,B,RENT,debt,NY,1
5,69000,12,10,G,MORTGAGE,debt,Other,0
1,50004,9,9,B,RENT,purchase,Other,1
5,36000,7,9,A,RENT,debt,FL,1
5,65600,17,13,E,MORTGAGE,debt,Other,0
1,70000,5,11,D,RENT,debt,CA,0
10,49000,15,11,D,RENT,debt,Other,1
3,70000,6,7,D,RENT,debt,NY,1
10,68640,20,31,C,RENT,debt,CA,1
2,40000,9,21,D,MORTGAGE,purchase,Other,0
6,48996,8,10,B,MORTGAGE,debt,IL,1
4,50000,3,6,D,OWN,purchase,CA,1
10,52800,7,13,A,MORTGAGE,purchase,Other,1
6,45600,9,6,C,RENT,debt,Other,1
9,82000,9,12,F,RENT,purchase,CA,1
5,37000,8,5,D,MORTGAGE,debt,IL,1
2,52000,10,10,A,RENT,debt,IL,1
3,126000,4,8,G,MORTGAGE,debt,GA,1
7,71496,10,13,A,RENT,debt,Other,1
4,10200,6,4,C,RENT,debt,Other,0
4,85000,9,17,D,MORTGAGE,debt,TX,1
2,35000,12,45,C,OWN,purchase,FL,0
3,30000,8,8,D,RENT,debt,Other,1
10,30000,6,13,B,RENT,debt,Other,1
3,90000,5,22,F,RENT,purchase,Other,1
2,42000,5,10,B,RENT,debt,FL,1
1,35000,5,15,A,RENT,purchase,Other,1
2,49000,6,17,B,MORTGAGE,purchase,Other,1
3,75000,11,16,B,MORTGAGE,purchase,CA,1
3,60000,12,17,D,MORTGAGE,debt,CA,1
7,110000,13,25,B,MORTGAGE,purchase,CA,1
5,60000,10,3,C,RENT,purchase,TX,1
2,23004,9,17,A,OWN,debt,FL,1
1,50000,13,8,E,OWN,debt,NY,1
5,83600,11,13,E,OWN,small_business,Other,1
5,40000,11,8,D,RENT,debt,Other,1
10,37000,17,11,B,MORTGAGE,purchase,Other,1
10,96000,13,12,E,MORTGAGE,debt,NY,0
3,80000,6,4,B,RENT,purchase,CA,1
5,110000,13,28,B,MORTGAGE,debt,Other,1
10,122400,9,21,A,MORTGAGE,purchase,CA,1
1,70000,9,12,C,RENT,debt,NY,1
3,25000,8,16,A,MORTGAGE,purchase,Other,1
2,57996,6,21,B,RENT,purchase,FL,1
3,40000,11,12,E,RENT,debt,NY,0
4,90000,15,25,D,MORTGAGE,debt,Other,0
1,93600,10,22,C,MORTGAGE,purchase,CA,1
9,92000,8,25,E,MORTGAGE,small_business,Other,1
10,65000,11,10,D,MORTGAGE,debt,Other,1
6,27692.4,14,15,B,RENT,purchase,NY,1
6,32000,7,24,A,RENT,purchase,Other,1
5,70000,8,8,A,MORTGAGE,debt,Other,1
10,84000,14,14,A,MORTGAGE,debt,Other,1
10,46300,20,19,A,MORTGAGE,debt,GA,1
4,27000,7,5,F,OWN,debt,TX,1
9,16800,4,4,D,RENT,debt,Other,1
2,48000,7,15,D,RENT,purchase,Other,0
7,55000,8,26,B,OWN,purchase,CA,1
5,64999.92,9,10,C,OWN,debt,Other,1
1,26400,8,7,C,OWN,purchase,Other,1
6,30000,5,4,F,RENT,educational,CA,1
1,32000,5,5,C,RENT,purchase,Other,1
1,43800,8,7,B,MORTGAGE,debt,Other,1
2,165000,15,25,D,RENT,debt,NY,1
10,125000,5,14,F,RENT,purchase,TX,0
6,54996,8,13,A,OWN,purchase,Other,1
3,24996,7,4,D,OWN,debt,Other,1
7,68065.44,6,13,B,RENT,debt,CA,0
1,24960,8,3,C,RENT,purchase,IL,1
2,36000,9,20,A,MORTGAGE,purchase,Other,1
3,77000,11,11,F,MORTGAGE,debt,GA,1
1,35400,21,16,C,RENT,purchase,Other,0
1,50000,10,9,D,RENT,debt,CA,1
1,55000,8,15,B,RENT,debt,NY,1
6,29784,10,11,C,RENT,debt,Other,0
10,96000,8,14,C,RENT,debt,Other,1
2,71073,10,12,C,MORTGAGE,purchase,NY,1
10,55000,14,22,A,MORTGAGE,debt,FL,1
10,68400,9,17,C,RENT,purchase,CA,1
10,71000,8,16,A,OWN,debt,Other,1
1,35004,6,19,B,RENT,purchase,Other,1
3,150000,4,12,E,MORTGAGE,debt,NY,1
1,41000,3,3,F,RENT,purchase,FL,1
1,55000,9,12,B,RENT,debt,CA,1
1,16800,3,7,C,RENT,debt,CA,1
10,83004,13,17,A,MORTGAGE,debt,Other,1
3,33600,3,7,C,RENT,purchase,CA,1
10,65000,17,16,A,MORTGAGE,debt,NY,1
10,45000,11,18,B,MORTGAGE,debt,GA,1
1,50000,6,10,A,RENT,debt,CA,1
6,77000,11,16,A,RENT,debt,IL,1
3,38790,11,6,B,RENT,debt,Other,1
1,42324,6,12,B,RENT,purchase,TX,1
2,87504,18,17,D,MORTGAGE,debt,TX,1
4,35000,6,17,B,MORTGAGE,purchase,Other,1
4,51000,7,17,B,MORTGAGE,purchase,Other,1
10,65000,3,10,C,MORTGAGE,purchase,Other,1
2,50000,5,7,B,RENT,debt,Other,1
7,66996,13,13,D,RENT,debt,NY,1
1,34500,9,5,C,RENT,purchase,Other,1
2,61000,9,14,A,OWN,debt,CA,1
2,63000,5,7,C,RENT,debt,Other,1
2,35000,6,6,D,RENT,debt,Other,1
3,66000,5,8,B,RENT,purchase,Other,1
2,27036,10,14,B,RENT,debt,Other,1
4,85000,6,8,D,MORTGAGE,debt,TX,1
5,80266,7,10,B,RENT,purchase,CA,1
2,31000,9,16,E,RENT,debt,Other,1
6,44400,3,8,C,RENT,purchase,TX,1
6,65000,13,12,A,OWN,purchase,TX,1
4,139380,9,17,A,OWN,purchase,Other,1
10,72996,21,27,B,MORTGAGE,purchase,Other,1
10,72000,10,36,A,MORTGAGE,debt,Other,1
3,52400,5,9,C,RENT,educational,IL,1
1,34200,8,23,B,RENT,debt,CA,1
9,70000,21,20,E,MORTGAGE,debt,Other,0
10,54000,14,20,B,MORTGAGE,debt,GA,0
1,95004,10,16,A,MORTGAGE,purchase,FL,1
10,115000,8,15,C,MORTGAGE,debt,TX,1
2,55700,11,12,B,RENT,debt,Other,0
2,50000,11,10,D,MORTGAGE,debt,IL,1
5,36000,3,5,D,RENT,purchase,NY,1
6,60000,9,22,D,RENT,purchase,FL,1
10,45678.84,6,16,D,OWN,debt,Other,0
10,10800,4,18,A,RENT,purchase,Other,1
7,30000,12,8,B,RENT,debt,CA,0
10,95000,16,14,D,MORTGAGE,debt,Other,1
7,26004,6,8,A,RENT,purchase,Other,1
10,60000,4,13,C,OWN,purchase,Other,1
1,57000,9,18,A,RENT,debt,CA,1
9,56148,9,20,B,OWN,debt,CA,1
6,69996,9,13,B,RENT,purchase,Other,1
8,74000,16,10,B,MORTGAGE,debt,CA,1
10,81800,13,18,A,MORTGAGE,purchase,Other,1
1,37500,4,17,D,RENT,purchase,CA,1
2,30000,3,37,E,MORTGAGE,debt,Other,1
3,54996,6,12,B,RENT,debt,NY,1
7,55000,4,17,C,MORTGAGE,debt,Other,1
1,37440,9,16,B,RENT,debt,CA,1
7,86700,14,16,B,MORTGAGE,purchase,Other,0
10,90000,11,18,B,RENT,debt,NY,1
10,120000,15,20,C,MORTGAGE,debt,IL,1
1,35000,4,6,C,RENT,debt,Other,1
10,77256,11,10,B,MORTGAGE,debt,Other,1
10,20004,12,16,B,OWN,debt,GA,1
10,55600,27,16,E,MORTGAGE,purchase,NY,1
10,59500,8,13,F,RENT,debt,Other,1
1,125000,4,17,A,RENT,debt,NY,1
10,49901.52,5,25,C,MORTGAGE,debt,Other,1
2,59100,13,9,D,MORTGAGE,debt,Other,1
5,72000,9,11,A,MORTGAGE,debt,Other,1
8,65000,13,7,A,OWN,debt,Other,0
10,64000,18,13,B,MORTGAGE,purchase,Other,1
1,28800,5,5,D,RENT,purchase,FL,1
2,102960,11,13,A,MORTGAGE,debt,Other,1
7,42000,13,15,B,RENT,purchase,TX,1
4,175000,12,23,B,MORTGAGE,debt,TX,1
6,38000,13,18,A,RENT,debt,CA,1
9,65000,6,23,A,MORTGAGE,purchase,Other,1
3,26000,6,19,B,MORTGAGE,debt,Other,1
1,57000,5,19,A,RENT,purchase,FL,1
3,54000,10,9,A,RENT,purchase,Other,0
10,84906,15,41,A,MORTGAGE,small_business,Other,1
3,75000,7,11,E,RENT,purchase,CA,1
10,108396,6,18,A,MORTGAGE,purchase,Other,1
10,100000,7,9,B,MORTGAGE,small_business,Other,0
5,35000,6,13,A,RENT,debt,Other,0
4,54380,4,8,B,RENT,debt,CA,1
10,40000,4,9,D,MORTGAGE,debt,Other,1
2,62000,19,17,F,MORTGAGE,debt,GA,1
1,36000,10,9,C,RENT,debt,CA,1
2,100000,13,19,A,RENT,debt,NY,1
10,106000,14,30,A,MORTGAGE,debt,Other,1
3,85000,8,18,E,RENT,debt,Other,0
10,69000,18,23,B,OWN,small_business,NY,1
3,54996,5,16,B,MORTGAGE,debt,Other,1
8,98760,7,15,D,RENT,purchase,Other,1
3,83004,13,16,B,MORTGAGE,purchase,Other,1
2,75000,15,5,C,RENT,debt,CA,1
2,80000,5,18,A,MORTGAGE,debt,Other,1
9,96000,16,34,D,OWN,purchase,CA,1
1,21600,3,4,D,MORTGAGE,purchase,CA,1
2,65000,14,7,C,RENT,debt,CA,1
2,30000,8,9,B,RENT,purchase,Other,0
3,55000,8,11,B,MORTGAGE,debt,Other,1
1,60000,10,12,B,MORTGAGE,purchase,Other,1
1,162000,14,20,B,MORTGAGE,purchase,Other,1
10,54000,15,9,A,MORTGAGE,purchase,FL,0
10,58000,9,23,A,MORTGAGE,debt,Other,1
1,60000,10,10,D,OWN,debt,Other,1
4,63000,6,5,A,RENT,purchase,Other,1
1,55000,4,5,F,RENT,debt,Other,1
1,120000,11,16,D,MORTGAGE,debt,IL,1
3,53004,13,10,C,MORTGAGE,debt,GA,1
1,35000,9,4,D,RENT,purchase,IL,1
10,75000,12,22,D,MORTGAGE,debt,CA,1
2,125000,8,27,B,MORTGAGE,debt,Other,1
5,41652,13,16,B,RENT,debt,CA,0
10,50400,3,17,E,MORTGAGE,purchase,CA,1
10,89058,11,31,B,MORTGAGE,debt,NY,1
3,28080,6,9,B,RENT,debt,CA,1
10,65000,11,16,D,RENT,debt,CA,1
1,51996,8,11,C,RENT,debt,CA,1
9,65000,11,27,C,RENT,debt,NY,1
7,57500,8,14,A,MORTGAGE,purchase,Other,1
10,60000,8,40,C,MORTGAGE,debt,Other,1
5,66504,6,20,E,RENT,debt,CA,1
1,50000,2,18,E,RENT,debt,NY,0
10,90000,14,19,B,OWN,debt,Other,1
7,125000,10,19,C,MORTGAGE,debt,Other,0
4,33996,6,14,A,MORTGAGE,purchase,Other,1
9,21600,7,6,A,RENT,debt,Other,1
3,75000,9,6,B,RENT,small_business,NY,1
2,180000,12,20,B,RENT,purchase,GA,1
10,60000,3,18,C,OWN,purchase,Other,1
1,67000,7,19,B,RENT,debt,Other,0
4,37000,15,9,B,MORTGAGE,debt,Other,1
1,39000,15,7,C,RENT,educational,Other,0
10,45000,8,17,A,OWN,purchase,Other,0
9,78000,11,9,G,MORTGAGE,purchase,CA,0
10,70000,7,21,A,MORTGAGE,debt,Other,1
3,90000,10,13,D,MORTGAGE,debt,Other,1
2,93500,10,38,C,RENT,debt,Other,1
2,45000,8,32,C,RENT,debt,GA,0
7,72000,12,21,C,MORTGAGE,debt,FL,1
3,42000,18,10,B,RENT,debt,NY,0
10,62000,21,30,A,MORTGAGE,purchase,Other,1
1,38250,9,28,A,RENT,debt,IL,1
4,50004,8,16,C,RENT,purchase,FL,0
4,50000,7,7,A,RENT,debt,CA,1
7,108000,11,12,G,MORTGAGE,debt,Other,1
3,80000,5,13,C,RENT,purchase,Other,0
10,147500,22,21,B,MORTGAGE,debt,FL,1
10,50400,10,14,B,MORTGAGE,purchase,CA,0
10,46800,16,25,B,MORTGAGE,debt,Other,1
1,175000,8,15,D,MORTGAGE,debt,Other,1
1,54000,8,5,E,RENT,debt,NY,0
2,24000,4,3,C,OWN,purchase,TX,1
10,48000,8,18,B,RENT,debt,Other,1
10,41000,3,17,C,MORTGAGE,purchase,Other,0
10,140000,10,12,B,MORTGAGE,debt,CA,1
5,37200,12,16,C,RENT,debt,NY,1
10,95000,12,10,B,MORTGAGE,purchase,NY,1
1,172200,9,15,F,RENT,purchase,TX,1
10,66000,9,15,C,MORTGAGE,debt,FL,1
1,85000,9,15,A,MORTGAGE,purchase,GA,1
6,78000,14,8,C,MORTGAGE,debt,Other,0
5,25000,9,6,C,MORTGAGE,small_business,IL,1
2,30000,8,9,B,RENT,debt,Other,1
2,70000,16,13,B,RENT,debt,Other,1
2,45000,11,5,C,RENT,purchase,Other,1
6,35328,11,7,B,RENT,debt,CA,1
10,74400,6,15,C,OWN,purchase,Other,0
2,50784,6,18,D,RENT,purchase,CA,1
1,44500,11,10,B,RENT,purchase,TX,1
10,93000,9,12,G,MORTGAGE,small_business,Other,0
10,86000,14,15,B,MORTGAGE,debt,Other,1
1,38000,3,10,D,RENT,debt,CA,0
2,40000,6,8,B,RENT,debt,Other,1
1,19200,5,6,C,RENT,small_business,CA,0
10,66912,11,20,B,MORTGAGE,debt,CA,1
2,140000,6,21,D,MORTGAGE,debt,TX,1
2,44000,10,12,A,RENT,debt,Other,1
3,18000,5,16,A,RENT,purchase,Other,1
8,43200,12,15,D,MORTGAGE,small_business,Other,1
1,65200,7,17,A,MORTGAGE,debt,TX,1
10,70000,18,23,A,MORTGAGE,purchase,Other,0
10,78000,15,13,B,RENT,debt,CA,0
3,13000,3,3,D,RENT,purchase,Other,1
5,19200,4,7,A,MORTGAGE,purchase,CA,1
2,110000,9,8,D,MORTGAGE,purchase,Other,1
10,67675,5,10,C,MORTGAGE,purchase,Other,1
1,25000,9,13,E,RENT,purchase,Other,0
1,83500,11,12,A,MORTGAGE,small_business,CA,1
1,45760,5,9,B,MORTGAGE,small_business,Other,0
4,89004,6,11,A,MORTGAGE,purchase,Other,1
10,185000,16,17,C,MORTGAGE,debt,NY,1
7,53400,8,10,D,RENT,debt,FL,1
1,20000,7,5,E,RENT,debt,CA,1
10,53000,22,24,C,RENT,debt,NY,1
1,140000,20,15,E,RENT,purchase,TX,1
2,55000,9,5,C,RENT,purchase,CA,1
10,81999.96,7,16,E,RENT,debt,CA,1
4,54000,6,13,E,MORTGAGE,debt,TX,0
7,99996,12,4,D,RENT,purchase,TX,1
1,96000,10,19,B,RENT,debt,TX,1
5,57000,5,6,E,RENT,debt,FL,1
3,80000,7,18,C,MORTGAGE,debt,Other,0
2,51996,4,14,B,MORTGAGE,purchase,Other,0
2,30500,5,32,E,RENT,debt,NY,1
1,24996,10,6,D,RENT,debt,Other,0
6,39000,6,15,C,RENT,debt,CA,1
10,120000,21,17,D,MORTGAGE,debt,Other,1
3,40050,8,12,D,RENT,purchase,CA,1
1,105000,9,5,A,RENT,debt,CA,1
6,29568,4,13,C,MORTGAGE,debt,Other,1
2,33000,8,10,A,RENT,debt,Other,1
3,96000,11,11,C,RENT,debt,Other,1
2,9600,5,4,B,RENT,purchase,NY,0
10,120000,16,16,D,MORTGAGE,purchase,Other,0
4,14400,14,4,C,RENT,debt,Other,1
10,54000,14,14,E,MORTGAGE,debt,Other,1
1,25200,5,4,C,RENT,educational,CA,0
10,90000,8,12,A,MORTGAGE,debt,Other,1
2,52000,12,14,C,RENT,purchase,Other,1
4,75000,6,7,C,RENT,debt,Other,1
2,47700,7,8,A,RENT,debt,CA,1
3,45000,11,8,B,RENT,purchase,Other,1
3,60000,11,9,B,RENT,purchase,CA,1
4,86000,14,16,A,RENT,purchase,CA,1
1,58000,9,14,A,MORTGAGE,debt,CA,0
3,35500,15,4,A,MORTGAGE,purchase,IL,1
5,96000,13,14,E,RENT,debt,NY,1
3,69996,7,16,C,MORTGAGE,debt,CA,1
3,57770,7,7,B,MORTGAGE,debt,Other,1
10,40000,14,19,A,RENT,debt,NY,1
10,65000,7,13,B,RENT,debt,Other,0
8,44196,7,16,A,MORTGAGE,purchase,FL,1
10,62000,8,17,B,MORTGAGE,purchase,Other,1
10,100000,13,15,D,MORTGAGE,small_business,GA,1
5,45000,9,12,C,RENT,purchase,TX,1
5,36000,11,14,A,MORTGAGE,debt,Other,1
2,58650,9,18,C,MORTGAGE,debt,GA,1
10,49600,12,22,A,RENT,debt,Other,1
6,54600,10,8,C,MORTGAGE,purchase,Other,1
6,50400,2,10,D,RENT,debt,CA,1
2,30996,2,9,B,OWN,purchase,Other,1
4,71028,10,9,D,MORTGAGE,debt,CA,0
1,180000,16,22,B,MORTGAGE,debt,Other,1
1,30000,6,11,D,RENT,purchase,GA,0
4,43344,3,22,B,MORTGAGE,debt,CA,1
10,35827.2,9,22,B,RENT,debt,CA,1
10,72000,21,26,A,MORTGAGE,debt,Other,1
1,42000,4,40,C,RENT,debt,TX,0
1,120000,7,13,B,MORTGAGE,purchase,CA,1
3,85000,7,4,C,RENT,purchase,CA,1
10,72000,14,17,C,RENT,debt,CA,1
10,75000,17,15,D,RENT,debt,Other,1
10,70000,15,23,A,MORTGAGE,debt,Other,1
10,140000,7,13,A,RENT,purchase,Other,1
10,100000,11,12,A,MORTGAGE,purchase,Other,1
1,92304,12,19,B,MORTGAGE,purchase,Other,1
6,45000,13,13,A,MORTGAGE,purchase,Other,1
7,67000,8,14,A,MORTGAGE,debt,Other,1
10,62570,7,13,D,MORTGAGE,small_business,FL,1
5,94000,10,14,B,MORTGAGE,debt,Other,1
6,102996,14,19,D,MORTGAGE,debt,Other,1
5,37000,7,10,A,RENT,debt,CA,1
1,90000,9,13,C,RENT,debt,CA,0
10,40000,17,11,B,MORTGAGE,debt,Other,1
10,65000,8,11,E,MORTGAGE,debt,CA,1
5,40000,9,15,C,RENT,purchase,Other,1
5,72000,9,19,E,MORTGAGE,purchase,TX,1
7,106000,14,13,B,MORTGAGE,purchase,GA,0
10,81996,10,24,C,MORTGAGE,debt,Other,0
8,60000,5,9,E,RENT,small_business,FL,0
10,34868.4,2,9,E,RENT,purchase,FL,1
4,70000,4,20,A,RENT,debt,GA,1
8,73000,10,11,C,MORTGAGE,debt,Other,1
10,75000,10,15,A,MORTGAGE,debt,FL,1
10,60000,10,22,B,MORTGAGE,small_business,Other,0
10,104400,20,20,A,MORTGAGE,purchase,Other,1
2,40000,3,8,B,RENT,debt,FL,1
2,33400,3,9,C,RENT,purchase,Other,1
4,39000,10,6,D,RENT,purchase,CA,1
4,32000,7,11,A,RENT,purchase,Other,1
1,60000,9,12,B,RENT,purchase,TX,1
10,48000,8,13,A,MORTGAGE,debt,Other,1
4,75000,7,10,E,MORTGAGE,debt,Other,1
10,78000,6,16,B,RENT,debt,CA,1
2,36000,4,13,D,MORTGAGE,purchase,FL,1
2,102000,9,9,B,MORTGAGE,purchase,Other,1
1,34662,7,11,B,MORTGAGE,debt,TX,0
8,35000,9,12,E,RENT,debt,Other,1
10,36000,8,21,B,MORTGAGE,debt,NY,1
10,60000,9,18,B,MORTGAGE,purchase,Other,1
7,75000,6,15,B,MORTGAGE,purchase,IL,1
10,108000,8,19,B,MORTGAGE,debt,Other,1
2,15000,3,4,C,RENT,purchase,TX,1
2,28800,4,5,C,MORTGAGE,purchase,FL,1
3,36444,15,9,B,OWN,debt,FL,0
1,76800,8,7,D,RENT,debt,Other,0
1,84000,13,6,C,RENT,purchase,TX,1
10,45344,9,30,A,MORTGAGE,debt,TX,1
6,63600,13,13,A,MORTGAGE,purchase,Other,1
6,90000,9,21,E,MORTGAGE,purchase,FL,1
1,24000,2,5,E,RENT,debt,CA,1
5,52000,5,13,C,MORTGAGE,purchase,IL,1
1,95000,8,7,B,RENT,purchase,Other,1
2,26880,5,3,B,RENT,debt,CA,1
10,54538,8,11,B,MORTGAGE,debt,Other,1
9,38400,5,11,B,RENT,debt,CA,1
1,45000,5,5,D,RENT,debt,Other,1
2,80000,9,32,A,RENT,purchase,Other,1
10,57996,9,12,C,RENT,debt,NY,1
10,51000,15,22,B,RENT,debt,Other,1
1,145000,7,14,B,RENT,debt,FL,1
1,11760,5,3,C,RENT,debt,NY,1
7,30000,3,11,E,RENT,debt,Other,0
3,73000,10,8,A,MORTGAGE,debt,Other,1
2,30000,9,17,A,RENT,purchase,FL,1
5,99000,7,9,F,RENT,debt,CA,1
7,39600,6,8,E,RENT,debt,Other,1
1,50000,7,9,B,MORTGAGE,debt,Other,1
10,70830,11,16,B,MORTGAGE,debt,FL,1
10,115000,19,27,F,OWN,debt,NY,0
1,40800,8,6,B,RENT,debt,CA,1
3,100000,18,16,G,MORTGAGE,small_business,Other,1
6,137720,7,19,A,MORTGAGE,purchase,Other,1
4,40428,11,12,B,RENT,debt,NY,1
9,21600,18,8,B,RENT,purchase,Other,1
10,73000,3,15,C,RENT,purchase,Other,1
10,55000,9,22,C,MORTGAGE,small_business,IL,1
10,45000,3,24,D,RENT,debt,Other,1
6,46000,18,17,B,RENT,debt,CA,1
3,54000,2,16,E,RENT,debt,CA,1
2,25000,5,7,B,RENT,debt,Other,1
3,60000,14,37,E,MORTGAGE,debt,Other,1
4,40000,4,10,C,OWN,debt,Other,1
3,40000,7,8,B,RENT,debt,Other,1
1,21000,5,6,D,RENT,debt,Other,1
10,107000,15,22,A,MORTGAGE,purchase,Other,1
3,40000,7,19,B,RENT,debt,Other,1
1,38500,7,18,A,RENT,purchase,Other,1
1,100000,6,3,F,RENT,purchase,Other,1
2,75000,9,14,A,MORTGAGE,purchase,Other,1
10,90000,22,21,B,MORTGAGE,debt,Other,1
1,33000,9,3,E,RENT,purchase,TX,1
10,130000,10,22,A,MORTGAGE,debt,Other,1
4,80000,8,23,B,RENT,debt,CA,0
1,30000,2,17,B,MORTGAGE,purchase,Other,1
9,54590,7,10,B,RENT,purchase,TX,1
2,75000,4,9,E,MORTGAGE,debt,Other,1
1,51000,12,6,B,RENT,purchase,Other,1
1,100000,9,24,E,MORTGAGE,small_business,CA,1
10,75000,6,18,A,MORTGAGE,debt,Other,1
5,59000,6,22,C,MORTGAGE,debt,Other,0
2,72000,11,12,A,RENT,purchase,TX,1
7,50000,7,10,B,RENT,debt,Other,1
10,49536,7,22,B,OWN,debt,NY,1
1,37750,8,4,C,RENT,purchase,GA,1
3,38000,4,16,D,MORTGAGE,debt,Other,1
4,22000,5,6,A,RENT,purchase,NY,1
2,120000,8,14,A,MORTGAGE,purchase,FL,1
8,56000,14,11,C,MORTGAGE,debt,CA,1
3,32000,5,10,B,MORTGAGE,debt,Other,1
5,65000,8,8,C,RENT,debt,Other,1
1,30000,3,7,B,RENT,small_business,Other,0
2,21816,3,11,B,MORTGAGE,purchase,Other,1
1,12000,8,6,B,RENT,purchase,Other,1
5,35496,15,11,B,MORTGAGE,debt,IL,1
4,16200,6,28,B,RENT,purchase,Other,0
10,177240,4,26,C,RENT,purchase,Other,1
3,122004,11,15,D,RENT,purchase,Other,0
5,42996,5,11,A,RENT,purchase,Other,1
10,89000,6,21,B,MORTGAGE,debt,Other,0
1,50000,8,13,C,RENT,debt,Other,1
4,27504,5,21,B,OWN,purchase,NY,1
10,127741,6,24,A,MORTGAGE,purchase,Other,1
2,105000,6,17,A,MORTGAGE,purchase,TX,1
3,35500,13,6,B,RENT,purchase,CA,1
10,80000,6,23,B,RENT,purchase,Other,1
10,74276.8,3,15,F,MORTGAGE,debt,Other,1
5,50004,11,8,D,MORTGAGE,purchase,CA,1
3,55000,4,15,B,RENT,purchase,NY,1
2,80004,8,15,B,RENT,purchase,Other,1
2,60000,7,7,B,RENT,small_business,CA,1
10,27000,4,9,B,RENT,educational,Other,1
1,175000,9,15,C,MORTGAGE,debt,IL,1
5,61200,9,5,B,MORTGAGE,debt,CA,1
1,69000,5,14,C,MORTGAGE,purchase,Other,0
10,48000,3,15,E,RENT,purchase,GA,0
10,90000,17,8,E,MORTGAGE,debt,Other,1
1,52000,6,15,C,RENT,debt,TX,1
5,52000,11,13,B,RENT,debt,CA,0
1,80000,8,11,C,MORTGAGE,debt,Other,1
7,21000,4,5,D,RENT,debt,Other,0
10,56000,12,12,C,MORTGAGE,debt,Other,1
1,47000,6,8,B,RENT,debt,Other,1
1,70000,12,13,C,MORTGAGE,debt,NY,0
4,28800,6,13,A,RENT,debt,Other,1
1,75000,9,15,E,RENT,purchase,Other,0
10,55000,12,12,B,OWN,debt,CA,1
2,39400,11,10,A,RENT,purchase,FL,1
5,62000,8,13,B,RENT,debt,Other,1
10,87000,6,9,D,RENT,debt,NY,1
4,36000,10,14,A,MORTGAGE,purchase,GA,1
10,47004,8,17,C,MORTGAGE,purchase,Other,1
4,92004,9,16,E,MORTGAGE,debt,Other,1
1,84000,11,19,D,RENT,debt,GA,1
